learning_rate,weight_decay,batch_size,max_epochs,conv_channels,dropout_rates,dense_size,rotation_degrees,translation_range,scale_range,loss_name,label_smoothing,val_accuracy,val_loss,best_epoch,training_time,model_size_mb
0.00472241009552498,2.128417397892066e-05,114,48,"[64, 128, 256]","[0.2, 0.4]",252,27,0.09188477063571272,"[0.8987239743882814, 1.1017436197390433]",cross_entropy,0.0,0.9984313725490196,0.007912038484710672,31,279.55886220932007,2.3750839233398438
0.0032807292655024937,1.740868683511417e-05,94,70,"[16, 32, 64]","[0.25, 0.5]",262,18,0.1313202522667118,"[0.8355986196503131, 1.1265931823700372]",cross_entropy_ls,0.1583003054154906,0.9984313725490196,0.733732032027899,58,461.9766068458557,0.210601806640625
0.004661006205611062,0.00012472608115384032,117,59,"[64, 128, 256]","[0.25, 0.5]",331,11,0.09613181537311741,"[0.9068644340993172, 1.1135608629493474]",cross_entropy_ls,0.13355022429802763,0.9988235294117647,0.6440456355319304,59,401.12500071525574,2.4561500549316406
0.003999997699847863,1.6922561087802974e-05,121,60,"[64, 128, 256]","[0.25, 0.5]",195,29,0.09058255377393047,"[0.8321096389703605, 1.15532327103242]",cross_entropy,0.0,0.9984313725490196,0.009994959241129097,17,184.68779921531677,2.3165931701660156
0.004983506206312412,1.5736337539968333e-05,109,49,"[16, 32, 64]","[0.2, 0.4]",407,14,0.10125003652171792,"[0.8741159473514113, 1.0796211574310157]",cross_entropy_ls,0.18070786557713642,0.9988235294117647,0.8118422327088375,48,329.9063181877136,0.2531929016113281
0.003039339854470208,6.460850700474912e-06,83,41,"[32, 64, 128]","[0.25, 0.5]",222,25,0.08156401461534037,"[0.8191302747053898, 1.1986802913056855]",cross_entropy_ls,0.1543498062288006,0.9988235294117647,0.7212170661196989,41,271.34230756759644,0.65032958984375
0.00524278418896274,3.819891205749313e-06,61,50,"[16, 32, 64]","[0.2, 0.4]",157,17,0.08486634444120457,"[0.8104403672787139, 1.1181169022667101]",cross_entropy_ls,0.22070971180464286,0.9984313725490196,0.9454968836260776,50,342.3433859348297,0.17975997924804688
0.0019973221673307362,3.525301759665638e-05,81,66,"[16, 32, 64]","[0.2, 0.4]",341,27,0.06686779761472425,"[0.8518714203817098, 1.0537870989827536]",cross_entropy_ls,0.09576671434898833,0.9988235294117647,0.4966559595220229,65,439.41442465782166,0.23380661010742188
0.0023558340868225164,5.662471736660149e-05,46,72,"[16, 32, 64]","[0.25, 0.5]",325,28,0.10511666165057384,"[0.9493770569995719, 1.234632821310056]",cross_entropy,0.0,0.9988235294117647,0.009013089906288324,44,381.31758999824524,0.22910690307617188
0.004257996801134065,2.275884004397005e-05,91,43,"[32, 64, 128]","[0.2, 0.4]",302,26,0.07234319377791097,"[0.838699150280699, 1.1210312287266126]",cross_entropy,0.0,0.9992156862745099,0.008138459614860682,21,206.70100140571594,0.693359375
0.004306600798455493,2.2771945702863526e-05,91,42,"[32, 64, 128]","[0.2, 0.4]",448,26,0.07217574954661016,"[0.8378360614987208, 1.1227230394888408]",cross_entropy,0.0,0.9992156862745099,0.009285130720184087,34,279.76958775520325,0.7718887329101562
